ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2049-07-15,50,68704,527,Employed,High School,27,24075,36,Married,3,Rent,191,0.2902843826,0,1,0.0282451384,0,Home,0,28,12,6227,582,125355,87976,3330.6666666667,0.9295265461,2,37379,0.245575,0.29469,1015.0323637156,0.3620993886,0,50.0
2066-09-30,32,74207,598,Self-Employed,Bachelor,9,16168,12,Married,5,Own,279,0.2093633541,3,1,0.1912028052,0,Other,0,27,19,4475,775,220187,11569,6183.9166666667,0.9468679666,7,208618,0.182168,0.2158816196,1510.031151193,0.2893038907,1,39.2
2055-04-09,27,62059,563,Employed,Bachelor,5,48434,60,Married,3,Mortgage,219,0.3648920255,0,0,0.2289325034,1,Debt Consolidation,0,23,19,2410,358,342093,28548,5171.5833333333,0.5215538175,3,313545,0.271934,0.2724910547,1486.16772809,0.3297186989,0,58.0
2048-07-30,38,41686,556,Employed,High School,13,38847,72,Single,1,Mortgage,402,0.0860888216,2,1,0.2201608346,0,Education,0,19,6,4131,8835,56237,286338,3473.8333333333,0.6845890145,4,5534,0.275847,0.2732371077,1102.4926373376,0.4330929244,0,54.0
2071-09-06,29,26223,589,Employed,High School,5,33669,36,Married,0,Mortgage,280,0.2416823983,0,0,0.2878766607,1,Home,1,26,15,11080,1037,29572,8415,2185.25,0.8052582651,4,21157,0.224169,0.1966392628,1245.5027161481,0.6980907064,0,72.0
2024-01-25,43,41440,594,Employed,High School,18,22540,60,Divorced,0,Mortgage,449,0.1731786948,1,1,0.4385335714,0,Auto,0,22,22,3047,165,48511,10374,3453.3333333333,0.870996439,2,38137,0.23054,0.243775489,653.3788566622,0.3192216766,0,56.0
2053-03-11,34,107748,522,Employed,High School,14,22645,24,Married,0,Rent,293,0.2493381985,3,2,0.2882517156,0,Home,0,21,27,6848,678,28380,7012,8979.0,0.8469578453,8,21368,0.236645,0.2372800801,1194.1940642298,0.1656302555,1,40.8
2072-01-18,37,109856,518,Unemployed,Bachelor,14,39240,60,Married,3,Mortgage,502,0.0758762771,3,1,0.173265184,0,Home,0,25,2,3980,711,94809,161840,9154.6666666667,0.6815113718,2,8067,0.28524,0.2920507048,1250.4544971448,0.1914274502,0,55.0
2063-03-05,52,37553,453,Unemployed,High School,30,9029,60,Married,0,Mortgage,837,0.0628469753,3,1,0.2596161007,0,Home,0,29,15,3281,1257,118763,26753,3129.4166666667,0.7796764574,10,92010,0.287529,0.3245198721,305.862028747,0.3651997003,0,53.0
2056-03-17,43,27796,606,Employed,Associate,18,48359,36,Married,0,Mortgage,546,0.1299289281,1,0,0.097021072,0,Home,0,28,21,1522,1165,52333,38095,2316.3333333333,0.828382148,4,14238,0.230359,0.2403990804,1898.2749784363,1.0552345568,0,48.0
2056-06-26,58,69034,636,Employed,Associate,33,13898,36,Single,4,Rent,332,0.2954197228,1,2,0.057573349,0,Auto,0,23,21,3274,1385,70034,14310,5752.8333333333,0.9121523353,2,55724,0.180898,0.1488438475,480.9922407754,0.1413203188,1,36.0
2072-08-23,60,27217,555,Employed,High School,36,34522,36,Single,1,Rent,734,0.3720804751,4,0,0.3823293644,0,Home,1,23,22,525,239,71570,2872,2268.0833333333,0.8902111448,5,68698,0.242022,0.2663572246,1402.6300923511,0.9420421468,0,60.0
2026-02-08,30,19203,542,Employed,Bachelor,6,22923,96,Married,4,Rent,455,0.1795443767,5,1,0.1495730988,0,Other,0,19,2,2810,11582,53486,21755,1600.25,0.5568007756,1,31731,0.286923,0.2628486996,573.7830713781,0.6428889682,0,55.0
2071-02-05,61,42616,510,Employed,Bachelor,38,50106,48,Single,0,Own,315,0.1663886193,7,1,0.1226611251,0,Home,0,26,15,1059,2088,50026,36721,3551.3333333333,0.8150810537,2,13305,0.290106,0.2714038666,1721.7440929206,0.5735153256,0,50.0
2048-10-04,38,32207,474,Employed,High School,18,19065,48,Single,4,Mortgage,305,0.3518680355,4,0,0.1952097747,0,Debt Consolidation,0,28,17,2453,2945,235795,2268,2683.9166666667,0.9018655887,7,233527,0.277065,0.2579241518,640.5958692958,0.352319385,0,47.0
2018-07-03,45,117455,652,Unemployed,Doctorate,21,19372,48,Divorced,3,Own,697,0.2444149315,2,0,0.6809138065,0,Auto,1,26,6,3583,11199,288436,9076,9787.9166666667,0.740201102,3,279360,0.188372,0.1858106206,574.9512772267,0.1299511756,1,44.8
2058-07-19,35,51806,581,Employed,Bachelor,13,39576,60,Single,0,Mortgage,1366,0.0823795702,2,1,0.2020763764,0,Debt Consolidation,0,19,16,4033,439,38531,10360,4317.1666666667,0.826253154,9,28171,0.254076,0.2328907745,1122.248916982,0.5763615605,0,51.0
2040-03-02,53,70379,520,Employed,Bachelor,30,35895,48,Divorced,1,Rent,360,0.2904626039,4,0,0.2074061065,0,Home,0,26,11,1054,569,20655,12412,5864.9166666667,0.8392950876,4,8243,0.270895,0.276513574,1243.8673362733,0.2734680521,0,52.0
2062-11-06,28,49533,542,Unemployed,High School,6,25012,72,Married,1,Rent,388,0.2701886395,2,1,0.6877012941,0,Home,0,26,26,73018,3284,79195,10854,4127.75,0.6242631245,3,68341,0.269012,0.2590676246,687.7361178069,0.2606107729,0,60.0
2065-09-15,49,36494,590,Employed,Bachelor,27,13441,12,Single,0,Own,407,0.0601646009,3,3,0.2372860141,0,Auto,0,14,26,6001,1845,37290,13353,3041.1666666667,0.7627194476,6,23937,0.183441,0.1657879871,1223.1979759127,0.5360436157,0,52.0
2036-10-13,30,57864,500,Employed,Associate,9,20814,36,Single,3,Own,341,0.110194184,5,0,0.3164832849,0,Auto,1,28,9,15163,2920,18083,28384,4822.0,0.9441845045,7,8051,0.255814,0.2157224479,790.2975451183,0.234611685,0,60.0
2041-05-02,34,102971,547,Employed,High School,10,18627,24,Married,5,Mortgage,217,0.1259366656,3,2,0.4899547489,0,Home,0,17,24,849,3021,36086,17441,8580.9166666667,0.8916973575,4,18645,0.220127,0.2521236361,996.1371268211,0.1413761692,1,43.2
2028-05-09,36,53944,592,Employed,High School,13,27539,60,Married,3,Mortgage,423,0.1196546771,1,2,0.4396247368,0,Debt Consolidation,0,25,10,18274,791,19065,82650,4495.3333333333,0.7562831065,2,9837,0.236539,0.2173813319,756.5026443318,0.2623838005,0,55.0
2055-11-27,61,15000,612,Employed,Associate,39,19509,60,Married,0,Own,689,0.4745294773,3,0,0.2865566302,0,Debt Consolidation,0,31,4,244,1727,138856,79836,1250.0,0.8830460797,8,59020,0.218509,0.2151243143,533.4231121154,0.9779384897,0,53.0
2029-07-17,46,177974,483,Employed,High School,24,48603,12,Single,2,Mortgage,244,0.1081898393,4,1,0.3066919367,0,Education,0,22,19,4280,651,111745,30219,14831.1666666667,0.9022282715,3,81526,0.272103,0.2765304013,4682.2340927672,0.3321541861,1,39.2
2067-11-20,47,60346,658,Employed,Associate,26,36965,60,Single,5,Mortgage,247,0.2650158454,1,1,0.4270263165,0,Home,0,28,27,3261,1216,35380,13262,5028.8333333333,0.7215752744,6,22118,0.212965,0.2278369402,1037.4720316654,0.2554214758,0,50.0
2072-02-21,51,40879,625,Employed,High School,28,33965,60,Married,3,Own,266,0.1152771254,5,1,0.2026920422,0,Education,0,31,25,2422,3785,9802,20986,3406.5833333333,0.8234031151,6,10744,0.226465,0.224178923,946.1642143787,0.3558299022,0,49.0
2057-06-30,64,40693,582,Self-Employed,Bachelor,44,24292,72,Married,4,Mortgage,505,0.2513291682,3,1,0.150138488,0,Education,0,27,12,1661,1607,81406,174822,3391.0833333333,0.8309918779,4,6020,0.248292,0.2512894227,656.2812425801,0.3424514022,0,54.0
2056-11-10,53,17523,499,Employed,Bachelor,30,13610,48,Married,2,Mortgage,1110,0.0905129854,4,1,0.1120221032,0,Home,0,34,15,1782,2143,100763,12840,1460.25,0.8332273198,9,87923,0.25911,0.2104980665,421.8077949512,1.0490037973,0,49.0
2027-02-16,46,118892,555,Employed,Associate,22,19712,60,Widowed,1,Rent,361,0.0771030578,6,3,0.3736843759,0,Auto,0,16,1,3232,1705,43517,23476,9907.6666666667,0.7463137182,5,20041,0.247212,0.270216995,602.1680571622,0.0972144189,0,56.0
2070-01-20,35,63768,605,Employed,Master,14,22708,36,Single,4,Rent,88,0.1613437488,2,1,0.1821701,0,Debt Consolidation,0,20,21,7195,1325,190412,24654,5314.0,0.3934087729,5,165758,0.205208,0.2322372798,881.6704793517,0.1824746856,1,33.6
2045-10-23,32,34445,570,Self-Employed,High School,7,42001,12,Single,1,Rent,437,0.431361199,1,1,0.5848790858,0,Auto,0,24,12,2457,2581,36763,13463,2870.4166666667,0.9244389503,2,23300,0.222001,0.2380611874,3967.6578344994,1.5345012052,0,63.0
2051-09-27,18,103457,581,Employed,Master,0,16073,72,Married,2,Mortgage,291,0.3448508181,2,0,0.1059682985,0,Debt Consolidation,0,28,16,5738,1263,169489,53932,8621.4166666667,0.5050281172,5,115557,0.240573,0.1987087662,383.7917061972,0.0782692372,1,36.0
2046-01-08,22,15000,484,Employed,High School,0,11543,24,Married,2,Rent,574,0.1599482489,4,0,0.4221109454,0,Home,0,24,4,1330,1148,33251,21970,1250.0,0.8444701878,1,11281,0.244543,0.2321832439,605.7969673876,0.9438375739,0,60.0
2066-04-04,39,15699,540,Employed,High School,17,18539,48,Single,2,Rent,152,0.2844022417,4,0,0.1272118979,0,Other,0,21,10,3245,3507,59028,11819,1308.25,0.6828107517,8,47209,0.243539,0.2167761368,580.8512776218,0.560176784,0,52.0
2050-06-06,40,83726,620,Self-Employed,Master,17,17616,36,Married,0,Rent,468,0.525443761,6,0,0.2564894869,0,Home,0,21,22,614,1437,124339,31489,6977.1666666667,0.8661449293,5,92850,0.192616,0.1973212194,652.27173749,0.1605625594,1,40.0
2049-03-20,31,27369,556,Self-Employed,Associate,9,73145,36,Married,0,Rent,643,0.1153656357,3,2,0.3987357205,0,Debt Consolidation,0,22,23,18148,3543,32948,11826,2280.75,0.7660940113,5,21122,0.280145,0.2665353612,2972.5812423748,1.5852597796,0,58.0
2023-04-11,18,65300,487,Employed,Master,0,32321,24,Married,1,Own,814,0.321076582,1,0,0.4177900044,0,Auto,0,16,3,5281,1916,75058,15410,5441.6666666667,0.7089086112,9,59648,0.263821,0.2956673175,1799.9577461008,0.4803597696,0,57.0
2062-11-20,45,54723,449,Employed,Associate,17,26033,120,Married,0,Rent,168,0.09953607,3,0,0.2769218036,0,Debt Consolidation,0,28,6,3069,2049,44289,39984,4560.25,0.7822489092,4,4305,0.356533,0.3960399697,876.9908175118,0.2291520898,0,53.0
2044-02-25,40,15000,520,Employed,High School,17,14793,84,Divorced,2,Rent,392,0.248722488,1,1,0.1426827833,0,Home,0,27,15,4009,332,130479,33406,1250.0,0.8682338804,8,97073,0.279793,0.2750401714,398.438557868,0.6323508463,0,50.0
2029-11-30,40,84632,592,Unemployed,High School,14,13507,48,Divorced,2,Own,543,0.582029481,4,0,0.1094790456,0,Debt Consolidation,0,17,24,3396,166,44902,12274,7052.6666666667,0.9062115654,8,32628,0.212507,0.1761766647,394.0747098067,0.1328681411,1,42.4
2063-07-02,41,32999,576,Employed,High School,22,28488,72,Single,2,Mortgage,274,0.5006772655,3,1,0.1242168314,0,Other,0,25,14,933,1639,110444,22676,2749.9166666667,0.8352049578,8,87768,0.255488,0.2485299466,764.8185336587,0.3777636414,0,50.0
2022-01-04,33,16958,491,Employed,Master,11,10411,60,Married,0,Mortgage,433,0.1975663802,5,0,0.2283710564,0,Home,0,14,8,2571,816,17714,84674,1413.1666666667,0.7472022962,4,3866,0.269911,0.2599728904,311.6935167429,0.5269679326,0,54.0
2040-05-08,39,40625,605,Employed,High School,19,16716,36,Married,0,Mortgage,308,0.2985423762,7,1,0.0131570284,0,Auto,0,21,13,971,11852,12823,24770,3385.4166666667,0.7538651432,4,8075,0.199216,0.2066374574,626.8941687191,0.2761533545,0,48.0
2070-05-13,23,38962,498,Employed,High School,0,96870,24,Single,1,Rent,217,0.2799334912,6,0,0.2540883922,0,Auto,0,18,8,9635,1734,28014,8026,3246.8333333333,0.8768836427,3,19988,0.32287,0.3158191901,5495.4672502137,1.7593965146,0,54.0
2063-01-15,49,130342,574,Employed,Associate,25,30231,48,Single,2,Rent,520,0.1481127053,3,2,0.2312859867,0,Home,0,27,6,5607,1202,54658,13978,10861.8333333333,0.7407511154,3,40680,0.238231,0.2858772,1063.8065336614,0.1458139234,0,51.0
2026-06-23,55,15000,504,Self-Employed,Bachelor,33,48124,72,Divorced,3,Rent,509,0.3217924996,1,1,0.0482011037,0,Debt Consolidation,0,38,2,1879,3014,25428,82118,1250.0,0.9299988239,7,7093,0.311124,0.3060539277,1466.604056467,1.5804832452,0,59.0
2022-02-27,27,33656,514,Employed,Bachelor,4,15790,48,Married,0,Own,464,0.1658202041,3,0,0.2185698544,0,Debt Consolidation,0,19,24,3057,278,24870,22822,2804.6666666667,0.6285704936,5,2048,0.25379,0.2549528768,527.9223833455,0.3536685465,0,52.0
2042-01-22,36,24745,601,Employed,Associate,10,21534,84,Divorced,3,Rent,202,0.0732312471,4,1,0.1063181489,0,Home,0,22,19,4430,1846,172275,15374,2062.0833333333,0.79168824,4,156901,0.246034,0.211868549,493.69543813,0.3373750357,0,44.0
2030-12-16,27,127599,554,Employed,High School,6,35491,60,Married,2,Rent,1051,0.2304880713,6,2,0.5614536844,0,Auto,0,23,28,941,225,175665,33552,10633.25,0.7072975024,7,142113,0.263491,0.2787235954,1102.3100864315,0.2025072378,0,52.0
2060-09-02,52,20890,574,Employed,High School,28,18682,48,Single,1,Other,428,0.0312300443,2,0,0.7032690934,0,Debt Consolidation,0,31,4,1765,2015,328791,16345,1740.8333333333,0.9125125492,8,312446,0.226682,0.2027980862,571.2888708031,0.5740290306,0,56.0
2068-09-07,44,15881,580,Employed,High School,16,32674,120,Single,2,Other,612,0.4406213712,4,1,0.2842484404,0,Auto,0,28,16,841,12629,599433,12893,1323.4166666667,0.862346435,7,586540,0.297674,0.2884213,833.5336209254,1.0922740036,0,47.0
2063-08-23,19,75200,592,Employed,Associate,0,28576,36,Widowed,3,Mortgage,369,0.2599101403,3,0,0.1657960114,0,Home,0,25,8,6081,1794,45262,8672,6266.6666666667,0.6459047235,3,36590,0.217576,0.2207565084,1092.4490715089,0.2332099582,0,51.0
2026-09-30,21,35657,599,Employed,Doctorate,0,23852,48,Married,1,Mortgage,375,0.0775019923,2,1,0.1466610429,0,Home,0,22,29,6025,4114,10139,23622,2971.4166666667,0.8702966338,11,4602,0.219352,0.2091298746,737.4779166346,0.3743931065,0,50.0
2038-01-26,75,56483,588,Employed,Bachelor,51,8040,24,Married,4,Own,426,0.2697477836,2,1,0.2159852163,0,Debt Consolidation,0,25,25,2869,344,26293,20074,4706.9166666667,0.7098118861,4,6219,0.18904,0.1790608124,401.0250239668,0.1757041993,1,41.6
2049-08-24,41,58680,618,Employed,Associate,19,23411,36,Single,1,Other,200,0.2170906155,2,1,0.380146451,0,Education,0,19,1,729,2683,75768,23713,4890.0,0.8887430086,4,52055,0.199411,0.2063376753,877.6149805284,0.2203711617,0,53.0
2056-02-22,18,27077,570,Employed,Master,0,33876,60,Married,0,Mortgage,740,0.2928504799,4,1,0.3009396279,0,Debt Consolidation,0,24,28,8663,693,92035,6650,2256.4166666667,0.9183181872,7,85385,0.253876,0.264357708,1023.0210992317,0.7813366765,0,54.0
2035-10-12,47,26355,626,Employed,Associate,22,25491,60,Divorced,0,Mortgage,366,0.5077426947,4,0,0.2429982012,0,Debt Consolidation,0,27,28,7062,929,19170,17895,2196.25,0.9289547868,7,1275,0.217491,0.2302319904,718.9431024437,0.4939979977,0,52.0
2022-08-05,58,38673,628,Employed,Doctorate,38,40083,60,Married,1,Rent,223,0.0691675981,3,1,0.32768867,0,Debt Consolidation,0,19,11,5257,1471,78706,74588,3222.75,0.7421791058,8,4118,0.231083,0.235681172,1143.0802690714,0.4238865159,0,51.0
2039-06-01,50,78179,624,Unemployed,High School,26,10927,36,Married,1,Rent,675,0.0440226205,6,1,0.3164288565,0,Education,0,23,2,1702,4452,44353,109375,6514.9166666667,0.7255058787,4,4233,0.183927,0.1981759199,405.0716136796,0.1657844097,0,57.0
2027-11-11,31,26875,526,Employed,Master,10,36951,24,Married,2,Rent,434,0.266998617,2,2,0.537849088,0,Home,0,20,28,915,416,27131,14522,2239.5833333333,0.7692155574,8,12609,0.248951,0.2428524562,1958.904528547,1.0684596965,0,60.0
2032-09-01,29,184104,507,Employed,Bachelor,8,13709,12,Single,2,Rent,163,0.2651604166,1,1,0.1750202786,0,Debt Consolidation,0,29,16,1909,1313,114789,7158,15342.0,0.5774862185,3,107631,0.225209,0.2199930993,1283.0807976015,0.0942563419,1,35.2
2022-05-14,18,23373,601,Unemployed,Bachelor,0,37256,60,Married,4,Own,674,0.367000397,4,0,0.2222294076,0,Auto,0,26,24,2933,1449,136343,6718,1947.75,0.8731904072,3,129625,0.241756,0.2474778136,1088.0108459219,0.90463912,0,50.0
2064-10-22,48,154183,665,Employed,Bachelor,30,12143,60,Single,1,Mortgage,294,0.1237185805,0,1,0.1290157863,0,Home,0,30,9,9093,2022,55566,23733,12848.5833333333,0.779010883,6,31833,0.184643,0.1727982121,303.6148532583,0.0465121203,1,33.6
2027-06-25,41,15000,562,Unemployed,Master,16,12108,60,Married,3,Other,264,0.2186979778,6,3,0.0520249089,0,Auto,0,31,14,1323,313,71668,31744,1250.0,0.8736917225,1,39924,0.236108,0.2814564693,378.0571175915,0.5136456941,0,55.0
2022-08-04,54,71598,612,Employed,Associate,30,32884,48,Divorced,3,Own,571,0.6340285198,1,0,0.0431212919,0,Auto,0,18,19,3010,2180,236886,36375,5966.5,0.7958316183,6,200511,0.221884,0.2196854855,1035.4844563073,0.2692507259,1,36.0
2072-09-26,50,34282,578,Employed,High School,27,28489,48,Single,3,Mortgage,435,0.4055052916,2,1,0.3033140438,0,Debt Consolidation,0,19,6,3769,1267,29185,18395,2856.8333333333,0.8395984044,2,10790,0.234489,0.2439427757,935.0143586785,0.4795569775,0,58.0
2019-07-13,44,43752,595,Employed,Bachelor,22,13313,48,Divorced,0,Own,457,0.2649069512,4,1,0.4206973,0,Home,0,29,6,26174,473,82798,152395,3646.0,0.8655295611,5,3140,0.210813,0.243479521,436.5930964953,0.2450886167,0,59.0
2040-05-24,36,49224,586,Employed,High School,15,16699,48,Single,2,Mortgage,294,0.8785644504,1,0,0.1215389246,0,Debt Consolidation,0,18,26,3843,356,61868,63280,4102.0,0.9217680154,7,8936,0.218699,0.2320004643,537.0594366094,0.202598595,0,54.0
2038-07-17,49,80959,519,Employed,Associate,27,21712,60,Married,1,Other,618,0.1810107676,2,1,0.2890497817,0,Home,0,20,9,3555,2429,13811,33548,6746.5833333333,0.6729847528,5,9438,0.267212,0.2816041699,678.1237131479,0.1921155716,0,51.0
2063-06-25,35,75066,624,Unemployed,Bachelor,13,47070,36,Single,1,Other,1232,0.1437862594,2,0,0.0471229876,0,Education,0,29,23,3832,459,77777,15463,6255.5,0.8205328096,5,62314,0.22007,0.2317178828,1826.2837623328,0.4888951742,0,47.0
2064-12-29,33,70960,588,Employed,Associate,7,16874,108,Single,0,Mortgage,347,0.1177954105,1,2,0.3559642052,0,Debt Consolidation,0,34,25,7909,405,19971,92755,5913.3333333333,0.7090085544,1,10120,0.267874,0.2283437099,369.3135032757,0.1211353162,1,42.4
2036-04-14,32,23911,587,Employed,High School,10,28746,72,Single,1,Own,584,0.2045667063,4,0,0.2535818151,1,Home,0,24,19,3637,4257,47522,24529,1992.5833333333,0.8629390983,3,22993,0.250246,0.2330932955,744.7842430244,0.6668650795,0,66.0
2042-01-08,47,83531,468,Employed,High School,24,16552,84,Married,1,Mortgage,214,0.2514171483,2,0,0.3249889079,0,Other,0,17,9,1784,3178,35045,13523,6960.9166666667,0.7188612508,2,21522,0.307552,0.3347195078,512.514035636,0.1043704544,0,54.0
2066-02-23,63,48070,573,Employed,Bachelor,39,8320,60,Divorced,0,Mortgage,286,0.6150169294,0,2,0.327582101,0,Debt Consolidation,0,22,4,1975,650,82474,43352,4005.8333333333,0.7441153321,5,39122,0.22682,0.2492426529,243.8337360497,0.1322655468,0,60.0
2026-04-17,33,16918,506,Employed,High School,13,22675,12,Single,1,Rent,423,0.5752885628,3,2,0.2386188068,0,Home,0,21,17,365,1079,285465,80697,1409.8333333333,0.861577407,6,204768,0.234675,0.2257894336,2128.5755790068,1.8098419995,0,51.0
2039-09-07,45,54820,639,Self-Employed,Bachelor,25,27013,36,Married,0,Mortgage,390,0.104388031,1,1,0.0681596511,0,Debt Consolidation,0,33,29,2676,593,851136,15747,4568.3333333333,0.9355224052,5,835389,0.192513,0.2099203213,1017.6060869493,0.3081224561,1,32.8
2050-05-27,22,29551,527,Employed,Bachelor,0,35492,24,Widowed,1,Own,548,0.1855140079,3,2,0.3622814522,0,Debt Consolidation,0,20,21,1662,976,40668,57367,2462.5833333333,0.9061762452,6,10885,0.246992,0.2568601426,1906.5001769047,0.996717611,0,55.0
2042-09-07,28,88051,523,Employed,Associate,7,17982,36,Married,2,Rent,795,0.4903262997,3,0,0.1665758705,0,Auto,0,23,18,2682,13189,2131807,24934,7337.5833333333,0.8834968802,1,2106873,0.241482,0.2702165827,734.3279737828,0.2084239326,1,33.6
2067-09-01,56,43294,659,Employed,Bachelor,36,22918,24,Single,3,Own,347,0.2012247646,1,0,0.1372530304,0,Education,0,23,10,1924,1237,281792,13930,3607.8333333333,0.8398335399,4,267862,0.168418,0.2007615889,1167.2828460695,0.4197208424,0,39.0
2060-09-29,54,75629,581,Employed,Bachelor,31,20501,72,Divorced,0,Rent,477,0.1907351347,2,1,0.0388534599,0,Home,0,28,21,900,94,58353,151038,6302.4166666667,0.8370332643,1,10938,0.245001,0.2810289095,591.9032400019,0.1696021219,0,49.0
2052-05-18,40,15031,538,Employed,Associate,16,47784,60,Divorced,1,Mortgage,550,0.331907478,4,0,0.2859237806,0,Education,0,26,9,2319,2734,88467,6740,1252.5833333333,0.8792540701,8,81727,0.283784,0.2760706038,1476.4871827242,1.6178461974,0,53.0
2022-04-30,42,122818,494,Employed,Bachelor,21,11144,36,Single,1,Own,451,0.3614368061,1,1,0.2721932272,0,Debt Consolidation,0,24,1,2124,991,136415,40685,10234.8333333333,0.9151035854,2,95730,0.249144,0.2397916318,437.0889978211,0.0867712222,1,41.6
2066-09-16,32,42086,561,Employed,Master,11,16793,48,Married,1,Mortgage,580,0.0659180713,2,1,0.528514753,0,Home,0,26,10,303,621,124397,27514,3507.1666666667,0.744323637,6,96883,0.231293,0.2672193587,573.0566296663,0.3287715524,0,56.0
2026-10-13,49,19012,627,Unemployed,Master,21,17701,36,Divorced,1,Mortgage,1690,0.0974756221,1,2,0.182884817,0,Other,0,17,2,10503,2956,85874,54622,1584.3333333333,0.9197544522,6,31252,0.189201,0.1861891924,645.4427667692,1.4740854829,0,55.0
2066-09-17,44,27667,614,Employed,Bachelor,24,18479,36,Married,0,Own,561,0.07586031,0,0,0.1045777157,0,Education,0,28,17,6124,2592,92190,6235,2305.5833333333,0.9523078516,5,85955,0.196479,0.1935650935,680.7020572087,0.5385630783,0,46.0
2048-05-21,46,85263,617,Employed,Associate,24,27537,72,Married,0,Rent,842,0.2171826352,2,0,0.2772158152,0,Home,0,31,17,1176,5717,68201,27702,7105.25,0.8243932813,7,40499,0.234037,0.2341724738,715.2514827995,0.2191691331,0,48.0
2060-02-21,47,31551,627,Employed,High School,27,29544,60,Married,2,Mortgage,505,0.1888550714,0,1,0.2919084949,0,Home,0,35,2,4924,1655,79611,14179,2629.25,0.7708682971,5,65432,0.221044,0.2056387379,792.0334699059,0.4933092973,0,51.0
